19-Jun-19,24:40.8,5503.455181,2085.968175,-3131.595929,-4.190309,3.77594,-4.85235,,
19-Jun-19,25:47.6,5208.496074,2333.206274,-3446.084058,-4.633846,3.621117,-4.555798,,
19-Jun-19,26:54.4,4884.931244,2569.400885,-3739.69422,-5.050889,3.449021,-4.232121,,
19-Jun-19,28:01.4,4533.290586,2794.241546,-4011.661635,-5.440556,3.259732,-3.881999,,
19-Jun-19,29:08.5,4155.759333,3006.289582,-4259.864583,-5.800023,3.054198,-3.50777,,
19-Jun-19,30:15.7,3754.66412,3204.274841,-4482.486812,-6.126866,2.833441,-3.111899,,
19-Jun-19,31:22.9,3333.299278,3386.725861,-4677.624842,-6.418458,2.599025,-2.697799,,
19-Jun-19,32:29.8,2895.145171,3552.444769,-4843.865733,-6.672803,2.352648,-2.269047,,
19-Jun-19,33:36.6,2441.807502,3701.105438,-4980.798925,-6.889373,2.094965,-1.827375,,
19-Jun-19,34:43.5,1974.616758,3832.363272,-5087.971935,-7.067595,1.826452,-1.374253,,
19-Jun-19,35:50.5,1496.583128,3945.387774,-5164.566872,-7.206261,1.548543,-0.912779,,
19-Jun-19,36:57.3,1011.35167,4039.403964,-5210.026324,-7.30444,1.263069,-0.446645,,
19-Jun-19,38:04.1,521.490799,4114.030397,-5224.226045,-7.361841,0.971258,0.021508,,
19-Jun-19,39:01.0,102.201522,4162.094415,-5211.661408,-7.378482,0.718448,0.420186,,
19-Jun-19,39:58.6,-322.514378,4196.023739,-5175.876367,-7.36506,0.45933,0.822009,,
19-Jun-19,41:05.3,-812.783204,4216.587201,-5105.550463,-7.31148,0.15615,1.283159,,
19-Jun-19,42:12.1,-1298.025924,4216.844826,-5004.694589,-7.217439,-0.148586,1.736503,,
19-Jun-19,43:18.9,-1775.739242,4196.73612,-4873.877212,-7.083474,-0.453588,2.179518,,
19-Jun-19,44:25.7,-2243.133146,4156.299007,-4713.92071,-6.910411,-0.757348,2.609433,,
19-Jun-19,45:32.0,-2697.492377,4095.691307,-4525.856575,-6.699341,-1.058358,3.023571,,
